 v-sweep                v(g)                   v(d)                   idrain                
 2.099999999999997e+00  2.000000000000000e+00  2.099999999999997e+00  6.668800021099991e-04 
 2.124999999999996e+00  2.000000000000000e+00  2.124999999999996e+00  6.672000021349994e-04 
 2.149999999999996e+00  2.000000000000000e+00  2.149999999999996e+00  6.675200021599992e-04 
 2.174999999999996e+00  2.000000000000000e+00  2.174999999999996e+00  6.678400021849994e-04 
 2.199999999999996e+00  2.000000000000000e+00  2.199999999999996e+00  6.681600022099997e-04 
 2.224999999999996e+00  2.000000000000000e+00  2.224999999999996e+00  6.684800022349995e-04 
 2.249999999999996e+00  2.000000000000000e+00  2.249999999999996e+00  6.688000022599997e-04 
 2.274999999999996e+00  2.000000000000000e+00  2.274999999999996e+00  6.691200022849995e-04 
 2.299999999999996e+00  2.000000000000000e+00  2.299999999999996e+00  6.694400023099993e-04 
 2.324999999999996e+00  2.000000000000000e+00  2.324999999999996e+00  6.697600023349991e-04 
 2.349999999999996e+00  2.000000000000000e+00  2.349999999999996e+00  6.700800023599993e-04 
 2.374999999999996e+00  2.000000000000000e+00  2.374999999999996e+00  6.704000023849996e-04 
 2.399999999999995e+00  2.000000000000000e+00  2.399999999999995e+00  6.707200024099994e-04 
 2.424999999999995e+00  2.000000000000000e+00  2.424999999999995e+00  6.710400024349992e-04 
 2.449999999999995e+00  2.000000000000000e+00  2.449999999999995e+00  6.713600024599998e-04 
 2.474999999999995e+00  2.000000000000000e+00  2.474999999999995e+00  6.716800024849996e-04 
 2.499999999999995e+00  2.000000000000000e+00  2.499999999999995e+00  6.720000025099994e-04 
 2.524999999999995e+00  2.000000000000000e+00  2.524999999999995e+00  6.723200025349992e-04 
 2.549999999999995e+00  2.000000000000000e+00  2.549999999999995e+00  6.726400025599995e-04 
 2.574999999999995e+00  2.000000000000000e+00  2.574999999999995e+00  6.729600025849993e-04 
 2.599999999999995e+00  2.000000000000000e+00  2.599999999999995e+00  6.732800026099991e-04 
 2.624999999999995e+00  2.000000000000000e+00  2.624999999999995e+00  6.736000026349993e-04 
 2.649999999999995e+00  2.000000000000000e+00  2.649999999999995e+00  6.739200026599996e-04 
 2.674999999999994e+00  2.000000000000000e+00  2.674999999999994e+00  6.742400026849994e-04 
 2.699999999999994e+00  2.000000000000000e+00  2.699999999999994e+00  6.745600027099992e-04 
 2.724999999999994e+00  2.000000000000000e+00  2.724999999999994e+00  6.748800027349998e-04 
 2.749999999999994e+00  2.000000000000000e+00  2.749999999999994e+00  6.752000027599996e-04 
 2.774999999999994e+00  2.000000000000000e+00  2.774999999999994e+00  6.755200027849999e-04 
 2.799999999999994e+00  2.000000000000000e+00  2.799999999999994e+00  6.758400028099992e-04 
 2.824999999999994e+00  2.000000000000000e+00  2.824999999999994e+00  6.761600028349995e-04 
 2.849999999999994e+00  2.000000000000000e+00  2.849999999999994e+00  6.764800028599993e-04 
 2.874999999999994e+00  2.000000000000000e+00  2.874999999999994e+00  6.768000028849995e-04 
 2.899999999999994e+00  2.000000000000000e+00  2.899999999999994e+00  6.771200029099993e-04 
 2.924999999999994e+00  2.000000000000000e+00  2.924999999999994e+00  6.774400029349995e-04 
 2.949999999999994e+00  2.000000000000000e+00  2.949999999999994e+00  6.777600029599993e-04 
 2.974999999999993e+00  2.000000000000000e+00  2.974999999999993e+00  6.780800029849996e-04 
 2.999999999999993e+00  2.000000000000000e+00  2.999999999999993e+00  6.784000030099994e-04 
