 v-sweep                v(g)                   v(d)                   idrain                
 1.774999999999998e+00  1.500000000000000e+00  1.774999999999998e+00  9.319500178499990e-05 
 1.799999999999998e+00  1.500000000000000e+00  1.799999999999998e+00  9.324000180999993e-05 
 1.824999999999998e+00  1.500000000000000e+00  1.824999999999998e+00  9.328500183499995e-05 
 1.849999999999997e+00  1.500000000000000e+00  1.849999999999997e+00  9.333000185999998e-05 
 1.874999999999997e+00  1.500000000000000e+00  1.874999999999997e+00  9.337500188499989e-05 
 1.899999999999997e+00  1.500000000000000e+00  1.899999999999997e+00  9.342000190999992e-05 
 1.924999999999997e+00  1.500000000000000e+00  1.924999999999997e+00  9.346500193499994e-05 
 1.949999999999997e+00  1.500000000000000e+00  1.949999999999997e+00  9.351000195999997e-05 
 1.974999999999997e+00  1.500000000000000e+00  1.974999999999997e+00  9.355500198499989e-05 
 1.999999999999997e+00  1.500000000000000e+00  1.999999999999997e+00  9.360000200999991e-05 
 2.024999999999997e+00  1.500000000000000e+00  2.024999999999997e+00  9.364500203499994e-05 
 2.049999999999997e+00  1.500000000000000e+00  2.049999999999997e+00  9.369000205999996e-05 
 2.074999999999997e+00  1.500000000000000e+00  2.074999999999997e+00  9.373500208499988e-05 
 2.099999999999997e+00  1.500000000000000e+00  2.099999999999997e+00  9.378000210999991e-05 
 2.124999999999996e+00  1.500000000000000e+00  2.124999999999996e+00  9.382500213499993e-05 
 2.149999999999996e+00  1.500000000000000e+00  2.149999999999996e+00  9.387000215999996e-05 
 2.174999999999996e+00  1.500000000000000e+00  2.174999999999996e+00  9.391500218499998e-05 
 2.199999999999996e+00  1.500000000000000e+00  2.199999999999996e+00  9.396000220999990e-05 
 2.224999999999996e+00  1.500000000000000e+00  2.224999999999996e+00  9.400500223499992e-05 
 2.249999999999996e+00  1.500000000000000e+00  2.249999999999996e+00  9.405000225999995e-05 
 2.274999999999996e+00  1.500000000000000e+00  2.274999999999996e+00  9.409500228499997e-05 
 2.299999999999996e+00  1.500000000000000e+00  2.299999999999996e+00  9.414000230999989e-05 
 2.324999999999996e+00  1.500000000000000e+00  2.324999999999996e+00  9.418500233499992e-05 
 2.349999999999996e+00  1.500000000000000e+00  2.349999999999996e+00  9.423000235999994e-05 
 2.374999999999996e+00  1.500000000000000e+00  2.374999999999996e+00  9.427500238499997e-05 
 2.399999999999995e+00  1.500000000000000e+00  2.399999999999995e+00  9.432000240999988e-05 
 2.424999999999995e+00  1.500000000000000e+00  2.424999999999995e+00  9.436500243499991e-05 
 2.449999999999995e+00  1.500000000000000e+00  2.449999999999995e+00  9.441000245999994e-05 
 2.474999999999995e+00  1.500000000000000e+00  2.474999999999995e+00  9.445500248499996e-05 
 2.499999999999995e+00  1.500000000000000e+00  2.499999999999995e+00  9.450000250999988e-05 
 2.524999999999995e+00  1.500000000000000e+00  2.524999999999995e+00  9.454500253499990e-05 
 2.549999999999995e+00  1.500000000000000e+00  2.549999999999995e+00  9.459000255999993e-05 
 2.574999999999995e+00  1.500000000000000e+00  2.574999999999995e+00  9.463500258499995e-05 
 2.599999999999995e+00  1.500000000000000e+00  2.599999999999995e+00  9.468000260999998e-05 
 2.624999999999995e+00  1.500000000000000e+00  2.624999999999995e+00  9.472500263499990e-05 
 2.649999999999995e+00  1.500000000000000e+00  2.649999999999995e+00  9.477000265999992e-05 
 2.674999999999994e+00  1.500000000000000e+00  2.674999999999994e+00  9.481500268499995e-05 
 2.699999999999994e+00  1.500000000000000e+00  2.699999999999994e+00  9.486000270999997e-05 
 2.724999999999994e+00  1.500000000000000e+00  2.724999999999994e+00  9.490500273499989e-05 
 2.749999999999994e+00  1.500000000000000e+00  2.749999999999994e+00  9.495000275999991e-05 
 2.774999999999994e+00  1.500000000000000e+00  2.774999999999994e+00  9.499500278499994e-05 
 2.799999999999994e+00  1.500000000000000e+00  2.799999999999994e+00  9.504000280999997e-05 
 2.824999999999994e+00  1.500000000000000e+00  2.824999999999994e+00  9.508500283499988e-05 
 2.849999999999994e+00  1.500000000000000e+00  2.849999999999994e+00  9.513000285999991e-05 
 2.874999999999994e+00  1.500000000000000e+00  2.874999999999994e+00  9.517500288499993e-05 
 2.899999999999994e+00  1.500000000000000e+00  2.899999999999994e+00  9.522000290999996e-05 
 2.924999999999994e+00  1.500000000000000e+00  2.924999999999994e+00  9.526500293499988e-05 
 2.949999999999994e+00  1.500000000000000e+00  2.949999999999994e+00  9.531000295999990e-05 
 2.974999999999993e+00  1.500000000000000e+00  2.974999999999993e+00  9.535500298499993e-05 
 2.999999999999993e+00  1.500000000000000e+00  2.999999999999993e+00  9.540000300999995e-05 
