 v-sweep                v(g)                   v(d)                   idrain                
 8.000000000000004e-01  8.000000000000004e-01  3.000000000000000e+00  3.010000000000000e-12 
 8.200000000000004e-01  8.200000000000004e-01  3.000000000000000e+00  3.010000000000000e-12 
 8.400000000000004e-01  8.400000000000004e-01  3.000000000000000e+00  3.010000000000000e-12 
 8.600000000000004e-01  8.600000000000004e-01  3.000000000000000e+00  3.010000000000000e-12 
 8.800000000000004e-01  8.800000000000004e-01  3.000000000000000e+00  3.010000000000000e-12 
 9.000000000000005e-01  9.000000000000005e-01  3.000000000000000e+00  3.010000000000000e-12 
 9.200000000000005e-01  9.200000000000005e-01  3.000000000000000e+00  3.010000000000000e-12 
 9.400000000000005e-01  9.400000000000005e-01  3.000000000000000e+00  3.010000000000000e-12 
 9.600000000000005e-01  9.600000000000005e-01  3.000000000000000e+00  3.010000000000000e-12 
 9.800000000000005e-01  9.800000000000005e-01  3.000000000000000e+00  3.010000000000000e-12 
 1.000000000000000e+00  1.000000000000000e+00  3.000000000000000e+00  3.010000000000000e-12 
 1.020000000000000e+00  1.020000000000000e+00  3.000000000000000e+00  3.010000000000000e-12 
 1.040000000000000e+00  1.040000000000000e+00  3.000000000000000e+00  3.010000000000000e-12 
 1.060000000000000e+00  1.060000000000000e+00  3.000000000000000e+00  3.010000000000000e-12 
 1.080000000000001e+00  1.080000000000001e+00  3.000000000000000e+00  3.010000000000000e-12 
 1.100000000000001e+00  1.100000000000001e+00  3.000000000000000e+00  3.010000000000000e-12 
 1.120000000000001e+00  1.120000000000001e+00  3.000000000000000e+00  3.010000000000000e-12 
 1.140000000000001e+00  1.140000000000001e+00  3.000000000000000e+00  3.010000000000000e-12 
 1.160000000000001e+00  1.160000000000001e+00  3.000000000000000e+00  3.010000000000000e-12 
 1.180000000000001e+00  1.180000000000001e+00  3.000000000000000e+00  3.010000000000000e-12 
 1.200000000000001e+00  1.200000000000001e+00  3.000000000000000e+00  3.010000000000000e-12 
 1.220000000000001e+00  1.220000000000001e+00  3.000000000000000e+00  4.240030100000197e-07 
 1.240000000000001e+00  1.240000000000001e+00  3.000000000000000e+00  1.696003010000051e-06 
 1.260000000000001e+00  1.260000000000001e+00  3.000000000000000e+00  3.816003010000064e-06 
 1.280000000000001e+00  1.280000000000001e+00  3.000000000000000e+00  6.784003010000094e-06 
 1.300000000000001e+00  1.300000000000001e+00  3.000000000000000e+00  1.060000301000011e-05 
 1.320000000000001e+00  1.320000000000001e+00  3.000000000000000e+00  1.526400301000009e-05 
 1.340000000000001e+00  1.340000000000001e+00  3.000000000000000e+00  2.077600301000015e-05 
 1.360000000000001e+00  1.360000000000001e+00  3.000000000000000e+00  2.713600301000016e-05 
 1.380000000000001e+00  1.380000000000001e+00  3.000000000000000e+00  3.434400301000030e-05 
 1.400000000000001e+00  1.400000000000001e+00  3.000000000000000e+00  4.240000301000029e-05 
 1.420000000000001e+00  1.420000000000001e+00  3.000000000000000e+00  5.130400301000041e-05 
 1.440000000000001e+00  1.440000000000001e+00  3.000000000000000e+00  6.105600301000032e-05 
 1.460000000000001e+00  1.460000000000001e+00  3.000000000000000e+00  7.165600301000036e-05 
 1.480000000000001e+00  1.480000000000001e+00  3.000000000000000e+00  8.310400301000042e-05 
 1.500000000000001e+00  1.500000000000001e+00  3.000000000000000e+00  9.540000301000049e-05 
 1.520000000000001e+00  1.520000000000001e+00  3.000000000000000e+00  1.085440030100006e-04 
 1.540000000000001e+00  1.540000000000001e+00  3.000000000000000e+00  1.225360030100008e-04 
 1.560000000000001e+00  1.560000000000001e+00  3.000000000000000e+00  1.373760030100007e-04 
 1.580000000000001e+00  1.580000000000001e+00  3.000000000000000e+00  1.530640030100007e-04 
 1.600000000000001e+00  1.600000000000001e+00  3.000000000000000e+00  1.696000030100007e-04 
 1.620000000000001e+00  1.620000000000001e+00  3.000000000000000e+00  1.869840030100010e-04 
 1.640000000000001e+00  1.640000000000001e+00  3.000000000000000e+00  2.052160030100009e-04 
 1.660000000000001e+00  1.660000000000001e+00  3.000000000000000e+00  2.242960030100008e-04 
 1.680000000000001e+00  1.680000000000001e+00  3.000000000000000e+00  2.442240030100008e-04 
 1.700000000000001e+00  1.700000000000001e+00  3.000000000000000e+00  2.650000030100009e-04 
 1.720000000000001e+00  1.720000000000001e+00  3.000000000000000e+00  2.866240030100010e-04 
 1.740000000000001e+00  1.740000000000001e+00  3.000000000000000e+00  3.090960030100011e-04 
 1.760000000000001e+00  1.760000000000001e+00  3.000000000000000e+00  3.324160030100012e-04 
 1.780000000000001e+00  1.780000000000001e+00  3.000000000000000e+00  3.565840030100012e-04 
 1.800000000000001e+00  1.800000000000001e+00  3.000000000000000e+00  3.816000030100013e-04 
 1.820000000000001e+00  1.820000000000001e+00  3.000000000000000e+00  4.074640030100013e-04 
 1.840000000000001e+00  1.840000000000001e+00  3.000000000000000e+00  4.341760030100012e-04 
 1.860000000000001e+00  1.860000000000001e+00  3.000000000000000e+00  4.617360030100010e-04 
 1.880000000000001e+00  1.880000000000001e+00  3.000000000000000e+00  4.901440030100016e-04 
 1.900000000000001e+00  1.900000000000001e+00  3.000000000000000e+00  5.194000030100017e-04 
 1.920000000000001e+00  1.920000000000001e+00  3.000000000000000e+00  5.495040030100017e-04 
 1.940000000000001e+00  1.940000000000001e+00  3.000000000000000e+00  5.804560030100016e-04 
 1.960000000000001e+00  1.960000000000001e+00  3.000000000000000e+00  6.122560030100018e-04 
 1.980000000000001e+00  1.980000000000001e+00  3.000000000000000e+00  6.449040030100019e-04 
 2.000000000000001e+00  2.000000000000001e+00  3.000000000000000e+00  6.784000030100020e-04 
 2.020000000000001e+00  2.020000000000001e+00  3.000000000000000e+00  7.127440030100024e-04 
 2.040000000000001e+00  2.040000000000001e+00  3.000000000000000e+00  7.479360030100018e-04 
 2.060000000000001e+00  2.060000000000001e+00  3.000000000000000e+00  7.839760030100020e-04 
 2.080000000000001e+00  2.080000000000001e+00  3.000000000000000e+00  8.208640030100021e-04 
 2.100000000000001e+00  2.100000000000001e+00  3.000000000000000e+00  8.586000030100026e-04 
 2.120000000000001e+00  2.120000000000001e+00  3.000000000000000e+00  8.971840030100025e-04 
 2.140000000000001e+00  2.140000000000001e+00  3.000000000000000e+00  9.366160030100028e-04 
 2.160000000000001e+00  2.160000000000001e+00  3.000000000000000e+00  9.768960030100025e-04 
 2.180000000000001e+00  2.180000000000001e+00  3.000000000000000e+00  1.018024003010003e-03 
 2.200000000000002e+00  2.200000000000002e+00  3.000000000000000e+00  1.060000003010003e-03 
 2.220000000000002e+00  2.220000000000002e+00  3.000000000000000e+00  1.102824003010003e-03 
 2.240000000000002e+00  2.240000000000002e+00  3.000000000000000e+00  1.146496003010003e-03 
 2.260000000000002e+00  2.260000000000002e+00  3.000000000000000e+00  1.191016003010003e-03 
 2.280000000000002e+00  2.280000000000002e+00  3.000000000000000e+00  1.236384003010003e-03 
 2.300000000000002e+00  2.300000000000002e+00  3.000000000000000e+00  1.282600003010004e-03 
 2.320000000000002e+00  2.320000000000002e+00  3.000000000000000e+00  1.329664003010003e-03 
 2.340000000000002e+00  2.340000000000002e+00  3.000000000000000e+00  1.377576003010004e-03 
 2.360000000000002e+00  2.360000000000002e+00  3.000000000000000e+00  1.426336003010003e-03 
 2.380000000000002e+00  2.380000000000002e+00  3.000000000000000e+00  1.475944003010004e-03 
 2.400000000000002e+00  2.400000000000002e+00  3.000000000000000e+00  1.526400003010004e-03 
 2.420000000000002e+00  2.420000000000002e+00  3.000000000000000e+00  1.577704003010005e-03 
 2.440000000000002e+00  2.440000000000002e+00  3.000000000000000e+00  1.629856003010004e-03 
 2.460000000000002e+00  2.460000000000002e+00  3.000000000000000e+00  1.682856003010005e-03 
 2.480000000000002e+00  2.480000000000002e+00  3.000000000000000e+00  1.736704003010004e-03 
 2.500000000000002e+00  2.500000000000002e+00  3.000000000000000e+00  1.791400003010004e-03 
 2.520000000000002e+00  2.520000000000002e+00  3.000000000000000e+00  1.846944003010005e-03 
 2.540000000000002e+00  2.540000000000002e+00  3.000000000000000e+00  1.903336003010005e-03 
 2.560000000000002e+00  2.560000000000002e+00  3.000000000000000e+00  1.960576003010005e-03 
 2.580000000000002e+00  2.580000000000002e+00  3.000000000000000e+00  2.018664003010005e-03 
 2.600000000000002e+00  2.600000000000002e+00  3.000000000000000e+00  2.077600003010005e-03 
 2.620000000000002e+00  2.620000000000002e+00  3.000000000000000e+00  2.137384003010005e-03 
 2.640000000000002e+00  2.640000000000002e+00  3.000000000000000e+00  2.198016003010005e-03 
 2.660000000000002e+00  2.660000000000002e+00  3.000000000000000e+00  2.259496003010006e-03 
 2.680000000000002e+00  2.680000000000002e+00  3.000000000000000e+00  2.321824003010006e-03 
 2.700000000000002e+00  2.700000000000002e+00  3.000000000000000e+00  2.385000003010005e-03 
 2.720000000000002e+00  2.720000000000002e+00  3.000000000000000e+00  2.449024003010006e-03 
 2.740000000000002e+00  2.740000000000002e+00  3.000000000000000e+00  2.513896003010006e-03 
 2.760000000000002e+00  2.760000000000002e+00  3.000000000000000e+00  2.579616003010006e-03 
 2.780000000000002e+00  2.780000000000002e+00  3.000000000000000e+00  2.646184003010007e-03 
 2.800000000000002e+00  2.800000000000002e+00  3.000000000000000e+00  2.713600003010007e-03 
 2.820000000000002e+00  2.820000000000002e+00  3.000000000000000e+00  2.781864003010007e-03 
 2.840000000000002e+00  2.840000000000002e+00  3.000000000000000e+00  2.850976003010007e-03 
 2.860000000000002e+00  2.860000000000002e+00  3.000000000000000e+00  2.920936003010008e-03 
 2.880000000000002e+00  2.880000000000002e+00  3.000000000000000e+00  2.991744003010006e-03 
 2.900000000000002e+00  2.900000000000002e+00  3.000000000000000e+00  3.063400003010007e-03 
 2.920000000000002e+00  2.920000000000002e+00  3.000000000000000e+00  3.135904003010008e-03 
 2.940000000000002e+00  2.940000000000002e+00  3.000000000000000e+00  3.209256003010008e-03 
 2.960000000000002e+00  2.960000000000002e+00  3.000000000000000e+00  3.283456003010009e-03 
 2.980000000000002e+00  2.980000000000002e+00  3.000000000000000e+00  3.358504003010011e-03 
 3.000000000000002e+00  3.000000000000002e+00  3.000000000000000e+00  3.434400003010010e-03 
 3.020000000000002e+00  3.020000000000002e+00  3.000000000000000e+00  3.511144003010008e-03 
 3.040000000000002e+00  3.040000000000002e+00  3.000000000000000e+00  3.588736003010009e-03 
 3.060000000000002e+00  3.060000000000002e+00  3.000000000000000e+00  3.667176003010010e-03 
 3.080000000000002e+00  3.080000000000002e+00  3.000000000000000e+00  3.746464003010010e-03 
 3.100000000000002e+00  3.100000000000002e+00  3.000000000000000e+00  3.826600003010010e-03 
 3.120000000000002e+00  3.120000000000002e+00  3.000000000000000e+00  3.907584003010009e-03 
 3.140000000000002e+00  3.140000000000002e+00  3.000000000000000e+00  3.989416003010010e-03 
 3.160000000000002e+00  3.160000000000002e+00  3.000000000000000e+00  4.072096003010010e-03 
 3.180000000000002e+00  3.180000000000002e+00  3.000000000000000e+00  4.155624003010009e-03 
 3.200000000000002e+00  3.200000000000002e+00  3.000000000000000e+00  4.240000003010010e-03 
 3.220000000000002e+00  3.220000000000002e+00  3.000000000000000e+00  4.325224003010011e-03 
 3.240000000000002e+00  3.240000000000002e+00  3.000000000000000e+00  4.411296003010011e-03 
 3.260000000000002e+00  3.260000000000002e+00  3.000000000000000e+00  4.498216003010012e-03 
 3.280000000000002e+00  3.280000000000002e+00  3.000000000000000e+00  4.585984003010010e-03 
 3.300000000000002e+00  3.300000000000002e+00  3.000000000000000e+00  4.674600003010010e-03 
 3.320000000000003e+00  3.320000000000003e+00  3.000000000000000e+00  4.764064003010013e-03 
 3.340000000000003e+00  3.340000000000003e+00  3.000000000000000e+00  4.854376003010013e-03 
 3.360000000000003e+00  3.360000000000003e+00  3.000000000000000e+00  4.945536003010013e-03 
 3.380000000000003e+00  3.380000000000003e+00  3.000000000000000e+00  5.037544003010012e-03 
 3.400000000000003e+00  3.400000000000003e+00  3.000000000000000e+00  5.130400003010013e-03 
 3.420000000000003e+00  3.420000000000003e+00  3.000000000000000e+00  5.224104003010011e-03 
 3.440000000000003e+00  3.440000000000003e+00  3.000000000000000e+00  5.318656003010012e-03 
 3.460000000000003e+00  3.460000000000003e+00  3.000000000000000e+00  5.414056003010013e-03 
 3.480000000000003e+00  3.480000000000003e+00  3.000000000000000e+00  5.510304003010015e-03 
 3.500000000000003e+00  3.500000000000003e+00  3.000000000000000e+00  5.607400003010014e-03 
