sweep_V,VGS_V,VDS_V,I_SPICE_A,I_channel_model_A,residual_A,tolerance_A
0,1,0,-0,0,-0,1e-10
0.025000000000000001,1,0.025000000000000001,3.4665602249209568e-14,0,3.4665602249209568e-14,1e-10
0.050000000000000003,1,0.050000000000000003,5.9872798692471937e-14,0,5.9872798692471937e-14,1e-10
0.075000000000000011,1,0.075000000000000011,8.495161399082799e-14,0,8.495161399082799e-14,1e-10
0.10000000000000001,1,0.10000000000000001,1.0998159448256401e-13,0,1.0998159448256401e-13,1e-10
0.125,1,0.125,1.3500000000000001e-13,0,1.3500000000000001e-13,1e-10
0.14999999999999999,1,0.14999999999999999,1.6e-13,0,1.6e-13,1e-10
0.17499999999999999,1,0.17499999999999999,1.8499999999999999e-13,0,1.8499999999999999e-13,1e-10
0.20000000000000001,1,0.20000000000000001,2.0999999999999999e-13,0,2.0999999999999999e-13,1e-10
0.22500000000000001,1,0.22500000000000001,2.3500000000000001e-13,0,2.3500000000000001e-13,1e-10
0.25,1,0.25,2.599999999999999e-13,0,2.599999999999999e-13,1e-10
0.27500000000000002,1,0.27500000000000002,2.849999999999999e-13,0,2.849999999999999e-13,1e-10
0.29999999999999999,1,0.29999999999999999,3.0999999999999999e-13,0,3.0999999999999999e-13,1e-10
0.32500000000000001,1,0.32500000000000001,3.3499999999999999e-13,0,3.3499999999999999e-13,1e-10
0.34999999999999998,1,0.34999999999999998,3.5999999999999998e-13,0,3.5999999999999998e-13,1e-10
0.37500000000000011,1,0.37500000000000011,3.8500000000000008e-13,0,3.8500000000000008e-13,1e-10
0.40000000000000008,1,0.40000000000000008,4.1000000000000012e-13,0,4.1000000000000012e-13,1e-10
0.4250000000000001,1,0.4250000000000001,4.3500000000000012e-13,0,4.3500000000000012e-13,1e-10
0.45000000000000012,1,0.45000000000000012,4.6000000000000006e-13,0,4.6000000000000006e-13,1e-10
0.47500000000000009,1,0.47500000000000009,4.8500000000000005e-13,0,4.8500000000000005e-13,1e-10
0.50000000000000011,1,0.50000000000000011,5.1000000000000005e-13,0,5.1000000000000005e-13,1e-10
0.52500000000000013,1,0.52500000000000013,5.3500000000000004e-13,0,5.3500000000000004e-13,1e-10
