sweep_V,VGS_V,VDS_V,I_SPICE_A,I_channel_model_A,residual_A,tolerance_A
0,3.5,0,-0,0,-0,1e-10
0.025000000000000001,3.5,0.025000000000000001,0.0001144321875311961,0.00011443218749999999,3.1196115027158633e-14,2.1443218749999998e-10
0.050000000000000003,3.5,0.050000000000000003,0.00022772750005855299,0.00022772749999999995,5.8553043056491783e-14,3.2772749999999994e-10
0.075000000000000011,3.5,0.075000000000000011,0.00033988406258444971,0.00033988406250000006,8.444964562717705e-14,4.3988406250000004e-10
0.10000000000000001,3.5,0.10000000000000001,0.00045090000011000013,0.00045090000000000001,1.1000011665429632e-13,5.5090000000000003e-10
0.125,3.5,0.125,0.00056077343763499994,0.00056077343749999997,1.3499997560811883e-13,6.6077343749999994e-10
0.14999999999999999,3.5,0.14999999999999999,0.00066950250015999988,0.00066950249999999994,1.5999994298215858e-13,7.6950249999999985e-10
0.17499999999999999,3.5,0.17499999999999999,0.00077708531268500024,0.00077708531249999989,1.8500034403706733e-13,8.7708531249999987e-10
0.20000000000000001,3.5,0.20000000000000001,0.00088352000020999993,0.00088351999999999994,2.0999998615045534e-13,9.8351999999999993e-10
0.22500000000000001,3.5,0.22500000000000001,0.00098880468773499984,0.00098880468749999988,2.349999535244951e-13,1.0888046874999998e-09
0.25,3.5,0.25,0.0010929375002600001,0.0010929374999999997,2.6000035457940385e-13,1.1929374999999998e-09
0.27500000000000002,3.5,0.27500000000000002,0.001195916562785,0.0011959165624999999,2.8500010511300911e-13,1.2959165624999999e-09
0.29999999999999999,3.5,0.29999999999999999,0.00129774000031,0.0012977399999999999,3.1000007248704886e-13,1.39774e-09
0.32500000000000001,3.5,0.32500000000000001,0.0013984059378349999,0.0013984059374999996,3.3500025670152311e-13,1.4984059374999997e-09
0.34999999999999998,3.5,0.34999999999999998,0.0014979125003600001,0.0014979124999999996,3.6000044091599737e-13,1.5979124999999997e-09
0.37500000000000011,3.5,0.37500000000000011,0.001596257812885,0.0015962578125000005,3.8499954092829913e-13,1.6962578125000004e-09
0.40000000000000008,3.5,0.40000000000000008,0.00169344000041,0.0016934400000000003,4.0999972514277339e-13,1.7934400000000002e-09
0.4250000000000001,3.5,0.4250000000000001,0.001789457187935,0.0017894571875000003,4.3499969251681314e-13,1.8894571875000004e-09
0.45000000000000012,3.5,0.45000000000000012,0.00188430750046,0.0018843074999999999,4.6000009357172189e-13,1.9843074999999998e-09
0.47500000000000009,3.5,0.47500000000000009,0.0019779890629849999,0.0019779890625000003,4.8499962726489265e-13,2.0779890625000001e-09
0.50000000000000011,3.5,0.50000000000000011,0.0020705000005099999,0.0020705000000000003,5.0999959463893241e-13,2.1705000000000003e-09
0.52500000000000013,3.5,0.52500000000000013,0.0021618384380349999,0.0021618384375000003,5.3499956201297216e-13,2.2618384375000002e-09
0.55000000000000016,3.5,0.55000000000000016,0.00225200250056,0.0022520025000000001,5.5999996306788091e-13,2.3520025000000001e-09
0.57500000000000018,3.5,0.57500000000000018,0.002340990313085,0.0023409903125000001,5.8499993044192067e-13,2.4409903125000002e-09
0.6000000000000002,3.5,0.6000000000000002,0.00242880000061,0.0024288000000000001,6.0999989781596042e-13,2.5288000000000002e-09
0.62500000000000022,3.5,0.62500000000000022,0.002515429688135,0.0025154296875000005,6.3499943150913118e-13,2.6154296875000005e-09
0.65000000000000024,3.5,0.65000000000000024,0.002600877500660001,0.0026008775000000007,6.6000026624490893e-13,2.7008775000000007e-09
0.67500000000000027,3.5,0.67500000000000027,0.0026851415631850002,0.0026851415625000008,6.849993662572107e-13,2.7851415625000009e-09
0.70000000000000029,3.5,0.70000000000000029,0.0027682200007100011,0.0027682200000000009,7.1000020099298844e-13,2.8682200000000007e-09
0.72500000000000031,3.5,0.72500000000000031,0.002850110938235,0.0028501109375000011,7.3499886732442121e-13,2.9501109375000012e-09
0.75000000000000033,3.5,0.75000000000000033,0.00293081250076,0.0029308125000000003,7.5999970206019896e-13,3.0308125000000002e-09
0.77500000000000036,3.5,0.77500000000000036,0.0030103228132850011,0.003010322812500001,7.8500010311510771e-13,3.1103228125000012e-09
