sweep_V,VGS_V,VDS_V,I_SPICE_A,I_channel_model_A,residual_A,tolerance_A
0,2,0,-0,0,-0,1e-10
0.025000000000000001,2,0.025000000000000001,3.9394687531196101e-05,3.9394687500000007e-05,3.1196094698367899e-14,1.3939468750000002e-10
0.050000000000000003,2,0.050000000000000003,7.757750005855303e-05,7.7577500000000001e-05,5.8553029503964626e-14,1.775775e-10
0.075000000000000011,2,0.075000000000000011,0.0001145465625844496,0.00011454656250000003,8.444957786454127e-14,2.1454656250000004e-10
0.10000000000000001,2,0.10000000000000001,0.00015030000011,0.00015030000000000002,1.0999998112902476e-13,2.503e-10
0.125,2,0.125,0.000184835937635,0.00018483593750000002,1.3499997560811883e-13,2.8483593750000002e-10
0.14999999999999999,2,0.14999999999999999,0.00021815250015999989,0.00021815249999999998,1.5999991587710427e-13,3.1815249999999995e-10
0.17499999999999999,2,0.17499999999999999,0.00025024781268500002,0.0002502478125,1.8500001877641559e-13,3.5024781249999998e-10
0.20000000000000001,2,0.20000000000000001,0.00028112000020999998,0.00028112000000000005,2.0999993194034672e-13,3.8112000000000008e-10
0.22500000000000001,2,0.22500000000000001,0.00031076718773500001,0.00031076718750000005,2.349999535244951e-13,4.1076718750000005e-10
0.25,2,0.25,0.00033918750025999978,0.00033918749999999997,2.599998124783176e-13,4.3918749999999999e-10
0.27500000000000002,2,0.27500000000000002,0.00036637906278499992,0.00036637906250000009,2.8499983406246598e-13,4.6637906250000011e-10
0.29999999999999999,2,0.29999999999999999,0.00039234000030999978,0.00039234000000000003,3.0999974722639712e-13,4.9233999999999998e-10
0.32500000000000001,2,0.32500000000000001,0.00041706843783499979,0.00041706843749999997,3.3499982302065412e-13,5.1706843749999997e-10
0.34999999999999998,2,0.34999999999999998,0.00044056250035999988,0.00044056249999999993,3.5999995302501975e-13,5.4056249999999991e-10
0.37500000000000011,2,0.37500000000000011,0.0004628203128850001,0.00046282031250000012,3.8499997460916813e-13,5.6282031250000013e-10
0.40000000000000008,2,0.40000000000000008,0.00048384000040999992,0.00048384000000000014,4.0999977935288201e-13,5.8384000000000013e-10
0.4250000000000001,2,0.4250000000000001,0.00050361968793500005,0.00050361968750000004,4.3500001777746489e-13,6.0361968749999993e-10
0.45000000000000012,2,0.45000000000000012,0.00052215750045999992,0.00052215750000000004,4.5999987673128739e-13,6.2215749999999998e-10
0.47500000000000009,2,0.47500000000000009,0.0005394515629849998,0.00053945156250000017,4.8499962726489265e-13,6.3945156250000008e-10
0.50000000000000011,2,0.50000000000000011,0.00055550000051000003,0.00055550000000000011,5.0999991989958415e-13,6.5550000000000006e-10
0.52500000000000013,2,0.52500000000000013,0.00057030093803499987,0.0005703009375000002,5.3499967043318941e-13,6.7030093750000015e-10
0.55000000000000016,2,0.55000000000000016,0.00058385250055999986,0.0005838525,5.5999985464766366e-13,6.8385249999999994e-10
