sweep_V,VGS_V,VDS_V,I_SPICE_A,I_channel_model_A,residual_A,tolerance_A
0,1.5,0,-0,0,-0,1e-10
0.025000000000000001,1.5,0.025000000000000001,1.43821875311961e-05,1.4382187500000002e-05,3.1196098086499688e-14,1.1438218750000001e-10
0.050000000000000003,1.5,0.050000000000000003,2.752750005855303e-05,2.75275e-05,5.8553029503964626e-14,1.275275e-10
0.075000000000000011,1.5,0.075000000000000011,3.9434062584449561e-05,3.943406250000001e-05,8.4449550759486958e-14,1.3943406250000001e-10
0.10000000000000001,1.5,0.10000000000000001,5.0100000109999918e-05,5.0100000000000012e-05,1.099999065901254e-13,1.501e-10
0.125,1.5,0.125,5.9523437634999927e-05,5.9523437500000013e-05,1.3499991462174663e-13,1.5952343750000002e-10
0.14999999999999999,1.5,0.14999999999999999,6.7702500159999947e-05,6.7702499999999991e-05,1.5999995653468574e-13,1.677025e-10
0.17499999999999999,1.5,0.17499999999999999,7.4635312684999942e-05,7.4635312500000004e-05,1.8499993746125265e-13,1.7463531250000001e-10
0.20000000000000001,1.5,0.20000000000000001,8.0320000209999922e-05,8.0320000000000017e-05,2.0999990483529241e-13,1.8032e-10
0.22500000000000001,1.5,0.22500000000000001,8.4754687734999953e-05,8.4754687500000026e-05,2.3499992641944079e-13,1.8475468750000003e-10
0.25,1.5,0.25,8.7937500259999829e-05,8.7937500000000017e-05,2.599998124783176e-13,1.879375e-10
0.27500000000000002,1.5,0.27500000000000002,8.9866562784999995e-05,8.9866562500000039e-05,2.8499995603521039e-13,1.8986656250000003e-10
0.29999999999999999,1.5,0.29999999999999999,9.0540000309999921e-05,9.0540000000000038e-05,3.0999988275166868e-13,1.9054000000000005e-10
0.32500000000000001,1.5,0.32500000000000001,9.0585000334999946e-05,9.0585000000000028e-05,3.3499991788834421e-13,1.9058500000000002e-10
0.34999999999999998,1.5,0.34999999999999998,9.0630000359999971e-05,9.0630000000000018e-05,3.5999995302501975e-13,1.9063000000000002e-10
0.37500000000000011,1.5,0.37500000000000011,9.0675000384999888e-05,9.0675000000000036e-05,3.8499985263642372e-13,1.9067500000000002e-10
0.40000000000000008,1.5,0.40000000000000008,9.0720000409999914e-05,9.0720000000000039e-05,4.099998742205721e-13,1.9072000000000004e-10
0.4250000000000001,1.5,0.4250000000000001,9.0765000434999939e-05,9.076500000000003e-05,4.3499990935724764e-13,1.9076500000000001e-10
0.45000000000000012,1.5,0.45000000000000012,9.0810000459999964e-05,9.081000000000002e-05,4.5999994449392317e-13,1.9081000000000004e-10
0.47500000000000009,1.5,0.47500000000000009,9.085500048499999e-05,9.0855000000000037e-05,4.849999525255444e-13,1.9085500000000004e-10
0.50000000000000011,1.5,0.50000000000000011,9.0900000509999907e-05,9.0900000000000028e-05,5.0999987924200268e-13,1.9090000000000003e-10
0.52500000000000013,1.5,0.52500000000000013,9.0945000534999932e-05,9.0945000000000031e-05,5.3499990082615106e-13,1.9094500000000003e-10
0.55000000000000016,1.5,0.55000000000000016,9.0990000559999958e-05,9.0990000000000022e-05,5.599999359628266e-13,1.9099000000000003e-10
0.57500000000000018,1.5,0.57500000000000018,9.1035000584999983e-05,9.1035000000000039e-05,5.8499994399444782e-13,1.9103500000000005e-10
0.6000000000000002,1.5,0.6000000000000002,9.10800006099999e-05,9.1080000000000029e-05,6.0999987071090611e-13,1.9108000000000003e-10
0.62500000000000022,1.5,0.62500000000000022,9.1125000634999925e-05,9.1125000000000033e-05,6.3499989229505449e-13,1.9112500000000005e-10
0.65000000000000024,1.5,0.65000000000000024,9.1170000659999951e-05,9.1170000000000023e-05,6.5999992743173003e-13,1.9117000000000002e-10
0.67500000000000027,1.5,0.67500000000000027,9.1215000684999976e-05,9.1215000000000041e-05,6.8499993546335125e-13,1.9121500000000005e-10
0.70000000000000029,1.5,0.70000000000000029,9.1260000709999893e-05,9.1260000000000031e-05,7.0999986217980954e-13,1.9126000000000002e-10
