sweep_V,VGS_V,VDS_V,I_SPICE_A,I_channel_model_A,residual_A,tolerance_A
0,2.5,0,-0,0,-0,1e-10
0.025000000000000001,2.5,0.025000000000000001,6.4407187531196106e-05,6.4407187500000005e-05,3.1196101474631477e-14,1.6440718749999999e-10
0.050000000000000003,2.5,0.050000000000000003,0.000127627500058553,0.00012762749999999998,5.855301595143747e-14,2.276275e-10
0.075000000000000011,2.5,0.075000000000000011,0.00018965906258444959,0.00018965906250000006,8.4449537206959802e-14,2.8965906250000007e-10
0.10000000000000001,2.5,0.10000000000000001,0.00025050000011000003,0.00025050000000000002,1.1000000823407907e-13,3.5050000000000003e-10
0.125,2.5,0.125,0.00031014843763499991,0.00031014843749999999,1.349999213980102e-13,4.1014843749999999e-10
0.14999999999999999,2.5,0.14999999999999999,0.00036860250015999989,0.00036860249999999995,1.5999994298215858e-13,4.6860249999999988e-10
0.17499999999999999,2.5,0.17499999999999999,0.00042586031268499998,0.00042586031249999996,1.8500001877641559e-13,5.2586031249999998e-10
0.20000000000000001,2.5,0.20000000000000001,0.00048192000020999998,0.00048191999999999999,2.0999998615045534e-13,5.8191999999999989e-10
0.22500000000000001,2.5,0.22500000000000001,0.00053677968773499995,0.0005367796875,2.349999535244951e-13,6.3677968749999995e-10
0.25,2.5,0.25,0.00059043750025999974,0.00059043749999999993,2.599998124783176e-13,6.9043749999999987e-10
0.27500000000000002,2.5,0.27500000000000002,0.00064289156278499974,0.00064289156250000006,2.8499967143214011e-13,7.4289156249999999e-10
0.29999999999999999,2.5,0.29999999999999999,0.00069414000030999996,0.0006941400000000001,3.0999985564661436e-13,7.9414000000000001e-10
0.32500000000000001,2.5,0.32500000000000001,0.00074418093783499997,0.00074418093750000004,3.3499993144087137e-13,8.4418093749999996e-10
0.34999999999999998,2.5,0.34999999999999998,0.00079301250035999969,0.0007930124999999999,3.5999979039469387e-13,8.9301249999999987e-10
0.37500000000000011,2.5,0.37500000000000011,0.00084063281288500021,0.00084063281250000034,3.8499986618895088e-13,9.4063281250000037e-10
0.40000000000000008,2.5,0.40000000000000008,0.00088704000041000012,0.00088704000000000029,4.0999983356299063e-13,9.8704000000000035e-10
0.4250000000000001,2.5,0.4250000000000001,0.00093223218793499988,0.00093223218750000008,4.3499980093703039e-13,1.0322321875000001e-09
0.45000000000000012,2.5,0.45000000000000012,0.0009762075004599996,0.00097620750000000016,4.599994430504184e-13,1.0762075000000002e-09
0.47500000000000009,2.5,0.47500000000000009,0.0010189640629850001,0.0010189640625000004,4.8499962726489265e-13,1.1189640625000005e-09
0.50000000000000011,2.5,0.50000000000000011,0.0010605000005100001,0.0010605000000000005,5.0999959463893241e-13,1.1605000000000005e-09
0.52500000000000013,2.5,0.52500000000000013,0.0011008134380349999,0.0011008134375000004,5.3499956201297216e-13,1.2008134375000004e-09
0.55000000000000016,2.5,0.55000000000000016,0.0011399025005600001,0.0011399025000000001,5.5999996306788091e-13,1.2399025000000002e-09
